Laikotarpis;Rodiklis;Administracinė teritorija;Amžius;Matavimo vienetai;Reikšmė
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Mažeikių r. sav.;35–39;asmenys;1052
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Mažeikių r. sav.;35–39;asmenys;1028
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Mažeikių r. sav.;35–39;asmenys;1027
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Mažeikių r. sav.;35–39;asmenys;969
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;956
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;969
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;991
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;989
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1013
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1063
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1086
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1106
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1150
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1170
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1134
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1072
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1075
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1008
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;979
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;975
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1032
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;997
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Plungės r. sav.;35–39;asmenys;1018
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;984
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;1034
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;1018
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;974
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;941
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;1042
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;1010
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;967
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;951
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;877
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;882
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;869
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;909
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;932
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;1000
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;896
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;852
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;817
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Rietavo sav.;35–39;asmenys;843
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1032
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1007
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1009
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;995
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;969
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;993
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1008
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1048
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1057
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1094
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1060
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1110
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1084
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1065
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1086
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1158
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1142
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1094
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Telšių r. sav.;35–39;asmenys;1024
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;987
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;992
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;994
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;966
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;955
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;970
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;970
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;974
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;997
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;1008
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;1028
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;1019
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;998
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;988
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;982
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;996
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;984
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;1010
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;987
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;967
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;922
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;894
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;866
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos apskritis;35–39;asmenys;843
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;907
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;912
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;943
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;994
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;1046
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;1066
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;1045
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;998
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;980
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;951
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;940
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;890
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;950
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;946
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;962
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;917
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;949
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;921
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Anykščių r. sav.;35–39;asmenys;901
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;865
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;849
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;809
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;851
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;832
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;930
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;885
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;890
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;877
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;888
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;898
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;972
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;1006
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;942
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;983
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;1011
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;845
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;723
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Ignalinos r. sav.;35–39;asmenys;703
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;833
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;834
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;849
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;903
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;940
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;934
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;903
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;916
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;821
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;834
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;933
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;923
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;899
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;940
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;907
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;865
2017;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;861
2018;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;925
2019;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Molėtų r. sav.;35–39;asmenys;854
1996;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;
1997;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;
1998;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;
1999;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;
2000;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;
2001;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;949
2002;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;980
2003;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;987
2004;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1007
2005;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1000
2006;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1013
2007;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1050
2008;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1031
2009;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1039
2010;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1066
2011;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1060
2012;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1028
2013;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1067
2014;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1045
2015;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;1023
2016;Moterų skaičius, tenkantis 1 tūkst. vyrų, metų pradžioje;Utenos r. sav.;35–39;asmenys;961
