id;street;purpose;area;area_useful;year;year_renov;renov_status;efficiency;no_flats;not_living_flats;land;house
3814;V.Sirokomlėsg.;Gyvenamoji (trys ir daugiau butų);1346.99;1027.19;1981.0;;Nerenovuotas;;19.0;1.0;0.0;7
3815;V.Sirokomlėsg.;Gyvenamoji (trys ir daugiau butų);1324.1;990.44;1976.0;;Nerenovuotas;;19.0;2.0;0.0;7A
3816;Vaismedžiųg.;Gyvenamoji (trys ir daugiau butų);149.34;149.34;1940.0;;Nerenovuotas;;3.0;0.0;0.21;10
3817;Vandensg.;Gyvenamoji (trys ir daugiau butų);349.3;317.28;1940.0;;Nerenovuotas;;4.0;0.0;0.31;15
3818;Vandensg.;Gyvenamoji (trys ir daugiau butų);139.04;139.04;1940.0;;Nerenovuotas;;3.0;0.0;0.21;34
3819;Versmiųg.;Gyvenamoji (trys ir daugiau butų);154.11;154.11;1940.0;;Nerenovuotas;;3.0;0.0;0.31;15
3820;Versmiųg.;Gyvenamoji (trys ir daugiau butų);178.69;165.8;1940.0;;Nerenovuotas;;4.0;0.0;0.2;2
3821;Žaliakalniog.;Gyvenamoji (trys ir daugiau butų);121.18;121.18;1940.0;;Nerenovuotas;;3.0;0.0;0.0;19
3822;Žaliakalniog.;Gyvenamoji (trys ir daugiau butų);83.77;83.77;1940.0;;Nerenovuotas;;3.0;0.0;0.11;4
3823;Žemojig.;Gyvenamoji (trys ir daugiau butų);179.1;179.1;1940.0;;Nerenovuotas;;4.0;0.0;0.39;1
3824;Žemojig.;Gyvenamoji (trys ir daugiau butų);191.37;191.37;1940.0;;Nerenovuotas;;3.0;0.0;0.0;24
3825;Žemojig.;Gyvenamoji (trys ir daugiau butų);205.49;205.49;1940.0;;Nerenovuotas;;5.0;0.0;0.26;26
3826;Žemojig.;Gyvenamoji (trys ir daugiau butų);123.0;123.0;1940.0;;Nerenovuotas;;3.0;0.0;0.3;35
3827;Žemojig.;Gyvenamoji (trys ir daugiau butų);219.79;155.05;1940.0;;Nerenovuotas;;3.0;1.0;0.18;40
3828;Žemojig.;Gyvenamoji (trys ir daugiau butų);158.76;158.76;1940.0;;Nerenovuotas;;3.0;0.0;0.0;42
3829;Žemojig.;Gyvenamoji (trys ir daugiau butų);223.82;223.82;1940.0;;Nerenovuotas;;5.0;0.0;0.0;46
3830;Žemojig.;Gyvenamoji (trys ir daugiau butų);181.09;181.09;1940.0;;Nerenovuotas;;4.0;0.0;0.0;57
3831;Žemojig.;Gyvenamoji (trys ir daugiau butų);183.28;183.28;1940.0;;Nerenovuotas;;3.0;0.0;0.2;62
3832;Žemojig.;Gyvenamoji (trys ir daugiau butų);189.46;189.46;1940.0;;Nerenovuotas;;4.0;3.0;0.61;63
3833;Žemojig.;Gyvenamoji (trys ir daugiau butų);183.79;183.79;1940.0;;Nerenovuotas;;3.0;0.0;0.37;66
3834;Žemojig.;Gyvenamoji (trys ir daugiau butų);204.81;185.07;1940.0;;Nerenovuotas;;4.0;0.0;0.38;71
3835;Žemojig.;Gyvenamoji (trys ir daugiau butų);151.14;151.14;1940.0;;Nerenovuotas;;3.0;0.0;0.2;85
3836;Žemojig.;Gyvenamoji (trys ir daugiau butų);115.73;115.73;1940.0;;Nerenovuotas;;3.0;0.0;0.0;89
3837;Žemojig.;Gyvenamoji (trys ir daugiau butų);178.83;176.22;1940.0;;Nerenovuotas;;5.0;0.0;0.0;91
3838;Žiedųg.;Gyvenamoji (trys ir daugiau butų);233.43;226.61;1940.0;;Nerenovuotas;;4.0;0.0;0.0;14
3839;Žiedųg.;Gyvenamoji (trys ir daugiau butų);130.39;130.39;1940.0;;Nerenovuotas;;4.0;0.0;0.0;2
3840;Žiedųg.;Gyvenamoji (trys ir daugiau butų);210.95;210.95;1940.0;;Nerenovuotas;;4.0;0.0;0.24;26
3841;Žiedųg.;Gyvenamoji (trys ir daugiau butų);330.08;259.45;1940.0;;Nerenovuotas;;6.0;4.0;0.5;36
3842;Žilvičiųg.;Gyvenamoji (trys ir daugiau butų);282.5;274.07;1940.0;;Nerenovuotas;;3.0;0.0;0.31;35
3843;Žilvičiųg.;Gyvenamoji (trys ir daugiau butų);284.2;284.2;1940.0;;Nerenovuotas;;4.0;0.0;0.53;55
3844;Alkūnėsg.;Gyvenamoji (trys ir daugiau butų);354.9;300.35;1940.0;2016.0;Renovuotas;E;5.0;0.0;0.0;3
3845;Alkūnėsg.;Gyvenamoji (dviejų butų pastatas);69.3;69.32;1940.0;;Nerenovuotas;E;2.0;0.0;0.0;3A
3846;Alkūnėsg.;Gyvenamoji (dviejų butų pastatas);192.09;155.61;1940.0;;Nerenovuotas;E;2.0;0.0;0.0;3B
3847;Broliųg.;Gyvenamoji (įvairioms socialinėms grupėms);2597.22;2174.76;1972.0;;Nerenovuotas;;22.0;0.0;0.0;19
3848;Darbog.;Gyvenamoji (trys ir daugiau butų);201.91;201.91;1940.0;;Nerenovuotas;G;4.0;0.0;0.12;8
3849;Dobilųg.;Gyvenamoji (trys ir daugiau butų);177.17;156.47;1940.0;;Nerenovuotas;G;3.0;1.0;0.0;3
3850;Gardinog.;Gyvenamoji (trys ir daugiau butų);102.74;102.74;1940.0;;Nerenovuotas;G;3.0;0.0;0.0;12
3851;Kapsųg.;Gyvenamoji (trys ir daugiau butų);2616.49;2177.61;1977.0;;Nerenovuotas;;62.0;0.0;0.0;42
3852;Kaunog.;Gyvenamoji (trys ir daugiau butų);2661.01;1796.17;1940.0;;Nerenovuotas;F;23.0;0.0;0.0;6
3853;Kaunog.;Gyvenamoji (trys ir daugiau butų);1283.37;1012.69;1960.0;;Nerenovuotas;F;19.0;0.0;0.0;8
3854;Kriviųg.;Gyvenamoji (trys ir daugiau butų);1568.96;1369.12;1940.0;;Galimai renovuotųsi;;24.0;0.0;0.0;25
3855;Kriviųg.;Gyvenamoji (trys ir daugiau butų);1224.46;1092.67;1940.0;;Nerenovuotas;;20.0;0.0;0.0;29
3856;Kriviųg.;Gyvenamoji (trys ir daugiau butų);1005.76;842.04;1940.0;;Renovuojamas;;15.0;0.0;0.0;33
3857;Kriviųg.;Gyvenamoji (trys ir daugiau butų);1206.56;980.62;1940.0;;Galimai renovuotųsi;;18.0;0.0;0.0;35
3858;Liepkalniog.;Gyvenamoji (trys ir daugiau butų);417.49;219.66;1940.0;;Nerenovuotas;G;3.0;2.0;0.53;17
3859;Liepkalniog.;Gyvenamoji (trys ir daugiau butų);178.24;160.13;1940.0;;Nerenovuotas;G;3.0;0.0;0.0;36
3860;Liepkalniog.;Gyvenamoji (trys ir daugiau butų);149.64;140.96;1940.0;;Nerenovuotas;G;4.0;0.0;0.06;54
3861;Liepkalniog.;Gyvenamoji (trys ir daugiau butų);187.11;144.99;1940.0;;Nerenovuotas;G;3.0;0.0;0.0;5A
3862;Liepkalniog.;Gyvenamoji (trys ir daugiau butų);363.81;302.41;1940.0;;Nerenovuotas;G;8.0;0.0;0.0;5B
3863;Liepkalniog.;Gyvenamoji (trys ir daugiau butų);241.99;180.03;1940.0;;Nerenovuotas;G;3.0;0.0;0.0;7
3864;Markučiųg.;Gyvenamoji (trys ir daugiau butų);213.53;176.56;1940.0;;Nerenovuotas;G;4.0;0.0;0.13;19
3865;Olandųg.;Gyvenamoji (trys ir daugiau butų);2742.56;2307.29;1973.0;;Nerenovuotas;F;40.0;0.0;0.0;52
3866;Olandųg.;Gyvenamoji (trys ir daugiau butų);2643.53;2206.4;1975.0;;Nerenovuotas;F;40.0;0.0;0.0;54
3867;Pakraščiog.;Gyvenamoji (trys ir daugiau butų);223.18;218.37;1940.0;;Nerenovuotas;G;5.0;0.0;0.1;4
3868;Pelesosg.;Gyvenamoji (trys ir daugiau butų);1497.62;1188.61;1958.0;;Nerenovuotas;;32.0;1.0;0.0;41
3869;Pelesosg.;Gyvenamoji (trys ir daugiau butų);599.36;476.08;1940.0;;Nerenovuotas;G;12.0;0.0;0.0;67
3870;Peteliškiųg.;Gyvenamoji (trys ir daugiau butų);1484.23;1206.32;1982.0;;Galimai renovuotųsi;F;22.0;0.0;0.0;11
3871;Peteliškiųg.;Gyvenamoji (trys ir daugiau butų);1490.22;1264.11;1980.0;;Planuojamas renovuoti;F;22.0;0.0;0.0;7
3872;Peteliškiųg.;Gyvenamoji (trys ir daugiau butų);1438.47;1240.84;1978.0;2016.0;Renovuotas;C;22.0;0.0;0.0;8
3873;Peteliškiųg.;Gyvenamoji (trys ir daugiau butų);1511.09;1273.19;1980.0;;Nerenovuotas;F;22.0;0.0;0.0;9
3874;Pirčiupiųg.;Gyvenamoji (trys ir daugiau butų);271.75;235.98;1940.0;;Nerenovuotas;G;6.0;1.0;0.08;4
3875;Ramuniųg.;Gyvenamoji (trys ir daugiau butų);149.53;149.53;1940.0;;Nerenovuotas;G;3.0;0.0;0.26;10
3876;Sibirog.;Gyvenamoji (trys ir daugiau butų);162.07;162.07;1940.0;;Nerenovuotas;G;3.0;0.0;0.0;15
3877;Stadionog.;Gyvenamoji (trys ir daugiau butų);628.34;479.63;1940.0;;Nerenovuotas;G;7.0;1.0;0.0;3
3878;Subačiausg.;Gyvenamoji (trys ir daugiau butų);198.41;181.68;1940.0;;Nerenovuotas;G;6.0;1.0;0.0;106
3879;Subačiausg.;Gyvenamoji (trys ir daugiau butų);399.74;388.96;1940.0;;Nerenovuotas;G;9.0;0.0;0.19;111
3880;Subačiausg.;Gyvenamoji (trys ir daugiau butų);4160.8;3678.61;1987.0;;Nerenovuotas;F;107.0;1.0;0.0;115B
3881;Subačiausg.;Gyvenamoji (trys ir daugiau butų);4158.17;4098.17;1940.0;;Nerenovuotas;;4.0;1.0;0.0;49
3882;Subačiausg.;Gyvenamoji (trys ir daugiau butų);322.0;322.0;1940.0;;Nerenovuotas;G;9.0;0.0;0.0;90
3883;Šv.Steponog.;Gyvenamoji (trys ir daugiau butų);466.92;244.15;1940.0;;Nerenovuotas;G;6.0;3.0;0.0;30
3884;Šv.Steponog.;Gyvenamoji (trys ir daugiau butų);264.65;181.6;1940.0;;Nerenovuotas;G;4.0;1.0;0.0;30
3885;Tyzenhauzųg.;Gyvenamoji (trys ir daugiau butų);725.3;547.26;1940.0;;Nerenovuotas;G;14.0;4.0;0.0;2
3886;Tyzenhauzųg.;Gyvenamoji (trys ir daugiau butų);4767.15;4206.5;1981.0;;Nerenovuotas;F;63.0;2.0;0.0;4
3887;Turgeliųg.;Gyvenamoji (trys ir daugiau butų);597.55;427.59;1940.0;;Nerenovuotas;G;9.0;1.0;0.0;8
3888;Varpųg.;Gyvenamoji (trys ir daugiau butų);896.32;801.53;1981.0;;Nerenovuotas;;14.0;0.0;0.0;2
3889;Varpųg.;Gyvenamoji (trys ir daugiau butų);1111.76;912.51;1980.0;;Nerenovuotas;;13.0;0.0;0.0;4
3890;Varpųg.;Gyvenamoji (trys ir daugiau butų);1114.28;996.68;1980.0;;Nerenovuotas;;18.0;0.0;0.0;6
3891;Varšuvosg.;Gyvenamoji (trys ir daugiau butų);701.74;617.78;1940.0;;Nerenovuotas;G;10.0;0.0;0.0;10
3892;Varšuvosg.;Gyvenamoji (trys ir daugiau butų);2524.45;1933.15;2004.0;;Nerenovuotas;;31.0;25.0;0.12;11
3893;Varšuvosg.;Gyvenamoji (trys ir daugiau butų);329.87;228.81;1940.0;;Nerenovuotas;G;5.0;1.0;0.1;3
3894;GailestingųjųSeserųg.;Gyvenamoji (trys ir daugiau butų);829.39;710.05;1994.0;;Nerenovuotas;;10.0;5.0;0.0;7
3895;Dzūkųg.;Gyvenamoji (trys ir daugiau butų);3838.36;2236.55;1998.0;;Nerenovuotas;;42.0;1.0;0.0;22
3896;Elniųg.;Gyvenamoji (trys ir daugiau butų);4026.05;2696.94;2015.0;;Nerenovuotas;C;30.0;1.0;0.0;20
3897;I.Simonaitytėsg.;Gyvenamoji (trys ir daugiau butų);5157.75;4531.32;2010.0;;Nerenovuotas;C;77.0;2.0;1.08;2
3898;K.K.Donelaičiog.;Gyvenamoji (trys ir daugiau butų);2260.58;1435.29;2009.0;;Nerenovuotas;C;15.0;9.0;0.1;15
3899;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1736.39;1736.39;2006.0;;Nerenovuotas;C;27.0;0.0;0.0;35
3900;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);479.12;479.12;2006.0;;Nerenovuotas;C;9.0;0.0;0.0;35A
3901;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1652.62;1494.68;2006.0;;Nerenovuotas;C;24.0;14.0;0.0;37A
3902;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);552.17;552.17;2006.0;;Nerenovuotas;C;9.0;0.0;0.0;37B
3903;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1665.12;1529.7;2006.0;;Nerenovuotas;C;24.0;14.0;0.0;37C
3904;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);550.91;551.31;2006.0;;Nerenovuotas;C;9.0;0.0;0.0;37D
3905;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1624.99;1502.76;2006.0;;Nerenovuotas;C;23.0;14.0;0.0;37E
3906;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);552.52;549.86;2006.0;;Nerenovuotas;C;9.0;0.0;0.0;37F
3907;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1626.71;1496.87;2006.0;;Nerenovuotas;C;24.0;15.0;0.0;37G
3908;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);554.5;554.5;2006.0;;Nerenovuotas;C;9.0;0.0;0.0;39A
3909;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1677.99;1540.65;2006.0;;Nerenovuotas;C;24.0;14.0;0.0;39B
3910;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);550.32;550.32;2006.0;;Nerenovuotas;C;9.0;0.0;0.0;39C
3911;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1673.08;1541.94;2006.0;;Nerenovuotas;C;24.0;14.0;0.0;39D
3912;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);550.63;550.25;2006.0;;Nerenovuotas;C;9.0;0.0;0.0;39E
3913;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1667.76;1528.37;2006.0;;Nerenovuotas;C;24.0;14.0;0.0;39F
3914;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);551.27;551.09;2006.0;;Nerenovuotas;C;9.0;0.0;0.0;39G
3915;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1658.9;1531.06;2006.0;;Nerenovuotas;C;24.0;14.0;0.0;39H
3916;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1456.98;1456.98;2007.0;;Nerenovuotas;C;27.0;0.0;0.0;53
3917;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1050.62;1050.62;2007.0;;Nerenovuotas;C;21.0;0.0;0.0;53A
3918;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1264.93;1264.93;2009.0;;Nerenovuotas;C;24.0;0.0;1.73;59
3919;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);2752.56;1264.57;2009.0;;Nerenovuotas;C;24.0;24.0;0.0;61
3920;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1295.44;1295.44;2009.0;;Nerenovuotas;C;24.0;0.0;0.0;63
3921;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);2753.71;1264.2;2009.0;;Nerenovuotas;C;24.0;24.0;0.0;65
3922;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1258.55;1258.55;2009.0;;Nerenovuotas;C;24.0;0.0;0.0;67
3923;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1274.28;1274.28;2009.0;;Nerenovuotas;C;24.0;0.0;0.0;69
3924;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);1279.23;1270.96;2009.0;;Nerenovuotas;C;24.0;0.0;0.0;71
3925;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);852.11;7511.01;2011.0;;Nerenovuotas;C;10.0;10.0;0.14;73
3926;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);946.26;786.58;2012.0;;Nerenovuotas;C;10.0;10.0;1.4;77
3927;Santariškiųg.;Gyvenamoji (trys ir daugiau butų);931.47;782.37;2012.0;;Nerenovuotas;C;12.0;12.0;0.0;79
3928;Šv.Steponog.;Gyvenamoji (trys ir daugiau butų);1229.31;932.47;1940.0;;Nerenovuotas;E;11.0;9.0;0.0;20
3929;T.Kosciuškog.;Gyvenamoji (trys ir daugiau butų);3172.0;1997.99;2010.0;;Nerenovuotas;C;22.0;7.0;0.14;26
3930;Aguonųg.;Gyvenamoji (trys ir daugiau butų);667.51;557.08;1940.0;;Nerenovuotas;;7.0;1.0;0.0;18
3931;Aguonųg.;Gyvenamoji (trys ir daugiau butų);1384.66;1098.5;1940.0;;Nerenovuotas;;16.0;0.0;0.0;18
3932;Arkliųg.;Gyvenamoji (trys ir daugiau butų);385.44;385.44;1940.0;;Nerenovuotas;;8.0;0.0;0.0;20
3933;Arkliųg.;Gyvenamoji (trys ir daugiau butų);1302.69;821.86;1940.0;;Nerenovuotas;;13.0;4.0;0.0;20
3934;Arkliųg.;Gyvenamoji (trys ir daugiau butų);737.37;352.77;1940.0;;Nerenovuotas;;8.0;3.0;0.09;22
3935;Arkliųg.;Gyvenamoji (trys ir daugiau butų);264.57;185.33;1940.0;;Nerenovuotas;;6.0;1.0;0.0;24
3936;Arkliųg.;Gyvenamoji (trys ir daugiau butų);450.07;314.65;1940.0;;Nerenovuotas;;6.0;4.0;0.0;24
3937;Arkliųg.;Gyvenamoji (trys ir daugiau butų);406.34;299.87;1940.0;;Nerenovuotas;;6.0;1.0;0.0;26
3938;Arkliųg.;Gyvenamoji (trys ir daugiau butų);518.89;365.97;1940.0;;Nerenovuotas;;7.0;2.0;0.0;3
3939;Ašmenosg.;Gyvenamoji (trys ir daugiau butų);1521.88;897.53;1940.0;;Nerenovuotas;;17.0;1.0;0.0;4
3940;Ašmenosg.;Gyvenamoji (trys ir daugiau butų);986.63;670.63;1940.0;;Nerenovuotas;;10.0;2.0;0.0;6
3941;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);788.58;550.29;1940.0;;Nerenovuotas;;9.0;2.0;0.0;13
3942;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);727.62;417.06;1940.0;;Nerenovuotas;;9.0;3.0;0.0;15
3943;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);2449.34;608.16;1940.0;;Nerenovuotas;;9.0;10.0;0.0;16
3944;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);1185.55;582.35;1940.0;;Nerenovuotas;;10.0;3.0;0.0;16B
3945;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);417.91;159.24;1940.0;;Nerenovuotas;;3.0;2.0;0.0;16C
3946;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);1321.82;879.03;1940.0;;Nerenovuotas;;11.0;7.0;0.0;17
3947;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);1257.75;468.46;1940.0;;Nerenovuotas;;6.0;5.0;0.0;18
3948;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);412.68;346.95;1940.0;;Nerenovuotas;;6.0;0.0;0.0;18
3949;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);910.56;670.46;1940.0;;Nerenovuotas;;3.0;5.0;0.0;19
3950;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);717.61;279.48;1940.0;;Nerenovuotas;;5.0;3.0;0.0;21
3951;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);389.22;326.14;1940.0;;Nerenovuotas;;7.0;2.0;0.0;25
3952;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);1227.74;643.47;1940.0;;Nerenovuotas;;8.0;8.0;0.0;27
3953;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);839.62;383.94;1940.0;;Nerenovuotas;;4.0;4.0;0.0;3
3954;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);1282.66;704.35;1940.0;;Nerenovuotas;;9.0;4.0;0.0;4
3955;AušrosVartųg.;Gyvenamoji (trys ir daugiau butų);800.5;495.77;1940.0;;Nerenovuotas;;6.0;3.0;0.0;9
3956;Balstogėsg.;Gyvenamoji (trys ir daugiau butų);707.21;494.69;1940.0;;Nerenovuotas;;9.0;2.0;0.0;6
3957;Balstogėsg.;Gyvenamoji (trys ir daugiau butų);475.22;301.21;1940.0;;Nerenovuotas;;7.0;1.0;0.0;8
3958;Baltasisskg.;Gyvenamoji (trys ir daugiau butų);297.13;149.93;1940.0;;Nerenovuotas;;3.0;1.0;0.0;10
3959;Baltasisskg.;Gyvenamoji (trys ir daugiau butų);166.55;166.55;1940.0;;Nerenovuotas;;4.0;0.0;0.0;13
3960;Baltasisskg.;Gyvenamoji (trys ir daugiau butų);589.44;359.62;1940.0;;Nerenovuotas;;8.0;1.0;0.0;3
3961;Baltasisskg.;Gyvenamoji (trys ir daugiau butų);715.69;466.11;1940.0;;Nerenovuotas;;9.0;3.0;0.12;7
3962;Baltasisskg.;Gyvenamoji (trys ir daugiau butų);401.5;330.0;1940.0;;Nerenovuotas;;6.0;0.0;0.29;9
3963;BarborosRadvilaitėsg.;Gyvenamoji (trys ir daugiau butų);830.34;570.27;1940.0;;Nerenovuotas;;5.0;3.0;0.0;3
3964;BarborosRadvilaitėsg.;Gyvenamoji (trys ir daugiau butų);676.5;435.88;1940.0;;Nerenovuotas;;4.0;1.0;0.0;3
3965;BarborosRadvilaitėsg.;Gyvenamoji (trys ir daugiau butų);1261.48;697.37;1940.0;;Nerenovuotas;;12.0;6.0;0.0;5
3966;BarborosRadvilaitėsg.;Gyvenamoji (trys ir daugiau butų);1034.08;919.35;1940.0;;Nerenovuotas;;19.0;1.0;0.0;5A
3967;Bazilijonųg.;Gyvenamoji (trys ir daugiau butų);619.2;291.72;1940.0;;Nerenovuotas;;4.0;2.0;0.0;14
3968;Bazilijonųg.;Gyvenamoji (trys ir daugiau butų);1632.68;1132.22;2015.0;;Nerenovuotas;;20.0;17.0;0.0;3A
3969;Bazilijonųg.;Gyvenamoji (trys ir daugiau butų);1675.09;853.74;1940.0;;Nerenovuotas;;15.0;6.0;0.0;6
3970;Bazilijonųg.;Gyvenamoji (trys ir daugiau butų);451.48;334.82;1940.0;;Nerenovuotas;;5.0;2.0;0.0;6B
3971;Bernardiniųg.;Gyvenamoji (trys ir daugiau butų);761.36;405.05;1940.0;;Nerenovuotas;;7.0;6.0;0.0;10
3972;Bernardiniųg.;Gyvenamoji (trys ir daugiau butų);696.15;497.59;1940.0;;Nerenovuotas;;7.0;2.0;0.0;3
3973;Bernardiniųg.;Gyvenamoji (trys ir daugiau butų);1136.38;898.07;1940.0;;Nerenovuotas;;8.0;0.0;0.0;3
3974;Bernardiniųg.;Gyvenamoji (trys ir daugiau butų);889.32;759.69;1940.0;;Nerenovuotas;;8.0;4.0;0.0;3
3975;Bernardiniųg.;Gyvenamoji (trys ir daugiau butų);368.59;158.5;1940.0;;Nerenovuotas;;3.0;2.0;0.0;4
3976;Bernardiniųg.;Gyvenamoji (trys ir daugiau butų);994.06;162.2;1940.0;;Nerenovuotas;;5.0;3.0;0.0;6
3977;Bernardiniųg.;Gyvenamoji (trys ir daugiau butų);336.0;151.85;1940.0;;Nerenovuotas;;3.0;4.0;0.0;6B
3978;Bernardinųg.;Gyvenamoji (trys ir daugiau butų);482.97;239.0;1940.0;;Nerenovuotas;;4.0;4.0;0.05;9
3979;Bokštog.;Gyvenamoji (trys ir daugiau butų);665.31;504.0;1940.0;;Nerenovuotas;;4.0;3.0;0.04;1
3980;Bokštog.;Gyvenamoji (trys ir daugiau butų);461.25;331.78;1940.0;;Nerenovuotas;;5.0;0.0;0.0;10A
3981;Bokštog.;Gyvenamoji (trys ir daugiau butų);505.37;338.22;1940.0;;Nerenovuotas;;4.0;1.0;0.0;10B
3982;Bokštog.;Gyvenamoji (trys ir daugiau butų);345.01;300.87;1940.0;;Nerenovuotas;;6.0;0.0;0.0;11
3983;Bokštog.;Gyvenamoji (trys ir daugiau butų);740.5;511.48;1940.0;;Nerenovuotas;;7.0;3.0;0.0;11
3984;Bokštog.;Gyvenamoji (trys ir daugiau butų);1034.83;809.12;1940.0;;Nerenovuotas;;9.0;2.0;0.3;16
3985;Bokštog.;Gyvenamoji (trys ir daugiau butų);306.34;137.56;1940.0;;Nerenovuotas;;5.0;5.0;0.0;18
3986;Bokštog.;Gyvenamoji (trys ir daugiau butų);327.72;293.46;1940.0;;Nerenovuotas;;6.0;0.0;0.0;21
3987;Bokštog.;Gyvenamoji (trys ir daugiau butų);526.96;526.96;1940.0;;Nerenovuotas;;12.0;0.0;0.0;23
3988;Bokštog.;Gyvenamoji (trys ir daugiau butų);549.52;405.02;1940.0;;Nerenovuotas;;5.0;1.0;0.0;3
3989;Bokštog.;Gyvenamoji (trys ir daugiau butų);758.11;597.89;1940.0;;Nerenovuotas;;7.0;1.0;0.0;8
3990;Didžiojig.;Gyvenamoji (trys ir daugiau butų);2909.68;1704.21;1940.0;;Nerenovuotas;;19.0;9.0;0.13;11
3991;Didžiojig.;Gyvenamoji (trys ir daugiau butų);1293.54;609.09;1940.0;;Nerenovuotas;;5.0;6.0;0.0;13
3992;Didžiojig.;Gyvenamoji (trys ir daugiau butų);1697.3;1180.54;1940.0;;Nerenovuotas;;16.0;5.0;0.0;15
3993;Didžiojig.;Gyvenamoji (trys ir daugiau butų);898.78;351.69;1940.0;;Nerenovuotas;;5.0;4.0;0.0;19
3994;Didžiojig.;Gyvenamoji (trys ir daugiau butų);3402.51;2073.03;1940.0;;Nerenovuotas;;24.0;11.0;0.0;20
3995;Didžiojig.;Gyvenamoji (trys ir daugiau butų);1131.17;448.15;1940.0;;Nerenovuotas;;4.0;5.0;0.0;21
3996;Didžiojig.;Gyvenamoji (trys ir daugiau butų);879.2;508.01;1940.0;;Nerenovuotas;;4.0;3.0;0.23;25
3997;Didžiojig.;Gyvenamoji (trys ir daugiau butų);625.12;608.59;1940.0;;Nerenovuotas;;8.0;0.0;0.23;25
3998;Didžiojig.;Gyvenamoji (trys ir daugiau butų);406.73;322.17;1940.0;;Nerenovuotas;;5.0;1.0;0.23;25
3999;Didžiojig.;Gyvenamoji (trys ir daugiau butų);703.7;703.7;1940.0;;Nerenovuotas;;5.0;0.0;0.23;25
4000;Didžiojig.;Gyvenamoji (trys ir daugiau butų);447.36;365.42;1940.0;;Nerenovuotas;;7.0;1.0;0.23;25
4001;Didžiojig.;Gyvenamoji (trys ir daugiau butų);776.97;337.84;1940.0;;Nerenovuotas;;8.0;6.0;0.0;40
4002;Didžiojig.;Gyvenamoji (trys ir daugiau butų);835.46;625.22;1940.0;;Nerenovuotas;;7.0;2.0;0.0;8
4003;Dysnosg.;Gyvenamoji (trys ir daugiau butų);338.97;216.09;1940.0;;Nerenovuotas;;5.0;1.0;0.0;2
4004;Dysnosg.;Gyvenamoji (trys ir daugiau butų);576.61;345.03;1940.0;;Nerenovuotas;;9.0;3.0;0.0;4
4005;Dominikonųg.;Gyvenamoji (trys ir daugiau butų);478.71;402.89;1940.0;;Nerenovuotas;;5.0;1.0;0.0;14A
4006;Dominikonųg.;Gyvenamoji (trys ir daugiau butų);2434.37;978.52;1940.0;;Nerenovuotas;;12.0;5.0;0.0;15
4007;Dominikonųg.;Gyvenamoji (trys ir daugiau butų);880.7;416.84;1940.0;;Nerenovuotas;;2.0;5.0;0.0;16
4008;Dominikonųg.;Gyvenamoji (trys ir daugiau butų);3360.07;2308.7;1940.0;;Nerenovuotas;;49.0;7.0;0.0;3
4009;Etmonųg.;Gyvenamoji (trys ir daugiau butų);557.05;276.28;1940.0;;Nerenovuotas;;5.0;5.0;0.0;4
