year;permanent_residents;permanent_residents_value;median_age;Lytis_Moterys;Lytis_Vyrai;population_density;population_density_measure;population_density_value;useful_area;useful_area_measure;useful_area_value;average_housing;average_housing_measure;average_housing_value;neto_migration;neto_migration_measure;neto_migration_value;unemployment;unemployment_measure;unemployment_value;country;area;district;municipality
2012;Nuolatinių gyventojų skaičius metų pradžioje;46273.0;Medianinis gyventojų amžius metų pradžioje;45.0;38.0;Gyventojų tankis metų pradžioje;viename km²;32.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;29.4;Vidutinis būsto dydis;m²;69.7;Neto migracija;asmenys;-617.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;13.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Telšių apskritis;Telšių r. sav.
2013;Nuolatinių gyventojų skaičius metų pradžioje;45474.0;Medianinis gyventojų amžius metų pradžioje;45.0;39.0;Gyventojų tankis metų pradžioje;viename km²;31.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.0;Vidutinis būsto dydis;m²;69.7;Neto migracija;asmenys;-629.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Telšių apskritis;Telšių r. sav.
2014;Nuolatinių gyventojų skaičius metų pradžioje;44610.0;Medianinis gyventojų amžius metų pradžioje;46.0;39.0;Gyventojų tankis metų pradžioje;viename km²;31.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.8;Vidutinis būsto dydis;m²;69.6;Neto migracija;asmenys;-523.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Telšių apskritis;Telšių r. sav.
2015;Nuolatinių gyventojų skaičius metų pradžioje;43922.0;Medianinis gyventojų amžius metų pradžioje;47.0;40.0;Gyventojų tankis metų pradžioje;viename km²;30.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.6;Vidutinis būsto dydis;m²;69.8;Neto migracija;asmenys;-656.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;8.0;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Telšių apskritis;Telšių r. sav.
2016;Nuolatinių gyventojų skaičius metų pradžioje;43059.0;Medianinis gyventojų amžius metų pradžioje;47.0;40.0;Gyventojų tankis metų pradžioje;viename km²;29.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.8;Vidutinis būsto dydis;m²;70.3;Neto migracija;asmenys;-896.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Telšių apskritis;Telšių r. sav.
2017;Nuolatinių gyventojų skaičius metų pradžioje;41925.0;Medianinis gyventojų amžius metų pradžioje;48.0;41.0;Gyventojų tankis metų pradžioje;viename km²;29.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;34.2;Vidutinis būsto dydis;m²;70.5;Neto migracija;asmenys;-965.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Telšių apskritis;Telšių r. sav.
2018;Nuolatinių gyventojų skaičius metų pradžioje;40682.0;Medianinis gyventojų amžius metų pradžioje;49.0;42.0;Gyventojų tankis metų pradžioje;viename km²;28.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;35.0;Vidutinis būsto dydis;m²;70.7;Neto migracija;asmenys;-506.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Telšių apskritis;Telšių r. sav.
2001;Nuolatinių gyventojų skaičius metų pradžioje;35150.0;Medianinis gyventojų amžius metų pradžioje;44.0;37.0;Gyventojų tankis metų pradžioje;viename km²;19.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.7;Vidutinis būsto dydis;m²;68.0;Neto migracija;asmenys;-57.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;34752.0;Medianinis gyventojų amžius metų pradžioje;45.0;37.0;Gyventojų tankis metų pradžioje;viename km²;19.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.1;Vidutinis būsto dydis;m²;68.0;Neto migracija;asmenys;-109.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;34297.0;Medianinis gyventojų amžius metų pradžioje;45.0;38.0;Gyventojų tankis metų pradžioje;viename km²;19.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.5;Vidutinis būsto dydis;m²;68.0;Neto migracija;asmenys;-205.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;33783.0;Medianinis gyventojų amžius metų pradžioje;46.0;39.0;Gyventojų tankis metų pradžioje;viename km²;19.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.8;Vidutinis būsto dydis;m²;68.0;Neto migracija;asmenys;-347.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;33119.0;Medianinis gyventojų amžius metų pradžioje;46.0;39.0;Gyventojų tankis metų pradžioje;viename km²;18.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.7;Vidutinis būsto dydis;m²;68.1;Neto migracija;asmenys;-529.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;32275.0;Medianinis gyventojų amžius metų pradžioje;47.0;40.0;Gyventojų tankis metų pradžioje;viename km²;18.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.6;Vidutinis būsto dydis;m²;68.3;Neto migracija;asmenys;-314.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;31583.0;Medianinis gyventojų amžius metų pradžioje;47.0;40.0;Gyventojų tankis metų pradžioje;viename km²;17.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;34.4;Vidutinis būsto dydis;m²;68.9;Neto migracija;asmenys;-239.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;3.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;30929.0;Medianinis gyventojų amžius metų pradžioje;48.0;40.0;Gyventojų tankis metų pradžioje;viename km²;17.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;35.6;Vidutinis būsto dydis;m²;68.7;Neto migracija;asmenys;-257.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;30285.0;Medianinis gyventojų amžius metų pradžioje;48.0;41.0;Gyventojų tankis metų pradžioje;viename km²;17.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;36.2;Vidutinis būsto dydis;m²;72.8;Neto migracija;asmenys;-258.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;29632.0;Medianinis gyventojų amžius metų pradžioje;49.0;41.0;Gyventojų tankis metų pradžioje;viename km²;16.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;37.3;Vidutinis būsto dydis;m²;72.8;Neto migracija;asmenys;-476.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;18.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;28782.0;Medianinis gyventojų amžius metų pradžioje;49.0;42.0;Gyventojų tankis metų pradžioje;viename km²;16.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;38.7;Vidutinis būsto dydis;m²;73.0;Neto migracija;asmenys;-314.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;18.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2012;Nuolatinių gyventojų skaičius metų pradžioje;28116.0;Medianinis gyventojų amžius metų pradžioje;50.0;43.0;Gyventojų tankis metų pradžioje;viename km²;15.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;39.6;Vidutinis būsto dydis;m²;73.0;Neto migracija;asmenys;-290.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;17.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2013;Nuolatinių gyventojų skaičius metų pradžioje;27479.0;Medianinis gyventojų amžius metų pradžioje;51.0;44.0;Gyventojų tankis metų pradžioje;viename km²;15.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;40.5;Vidutinis būsto dydis;m²;73.0;Neto migracija;asmenys;-268.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;15.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2014;Nuolatinių gyventojų skaičius metų pradžioje;26890.0;Medianinis gyventojų amžius metų pradžioje;51.0;44.0;Gyventojų tankis metų pradžioje;viename km²;15.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;42.1;Vidutinis būsto dydis;m²;73.3;Neto migracija;asmenys;-177.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2015;Nuolatinių gyventojų skaičius metų pradžioje;26393.0;Medianinis gyventojų amžius metų pradžioje;52.0;45.0;Gyventojų tankis metų pradžioje;viename km²;15.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;43.2;Vidutinis būsto dydis;m²;73.3;Neto migracija;asmenys;-278.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2016;Nuolatinių gyventojų skaičius metų pradžioje;25755.0;Medianinis gyventojų amžius metų pradžioje;52.0;45.0;Gyventojų tankis metų pradžioje;viename km²;14.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;44.7;Vidutinis būsto dydis;m²;73.4;Neto migracija;asmenys;-448.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2017;Nuolatinių gyventojų skaičius metų pradžioje;24999.0;Medianinis gyventojų amžius metų pradžioje;53.0;46.0;Gyventojų tankis metų pradžioje;viename km²;14.2;Naudingasis plotas, tenkantis vienam gyventojui;m²;46.5;Vidutinis būsto dydis;m²;73.3;Neto migracija;asmenys;-484.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2018;Nuolatinių gyventojų skaičius metų pradžioje;24149.0;Medianinis gyventojų amžius metų pradžioje;54.0;47.0;Gyventojų tankis metų pradžioje;viename km²;13.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;47.6;Vidutinis būsto dydis;m²;73.3;Neto migracija;asmenys;-233.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Anykščių r. sav.
2001;Nuolatinių gyventojų skaičius metų pradžioje;23033.0;Medianinis gyventojų amžius metų pradžioje;47.0;38.0;Gyventojų tankis metų pradžioje;viename km²;15.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.1;Vidutinis būsto dydis;m²;66.1;Neto migracija;asmenys;156.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;16.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;22952.0;Medianinis gyventojų amžius metų pradžioje;48.0;39.0;Gyventojų tankis metų pradžioje;viename km²;15.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.5;Vidutinis būsto dydis;m²;66.1;Neto migracija;asmenys;11.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;17.0;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;22653.0;Medianinis gyventojų amžius metų pradžioje;48.0;39.0;Gyventojų tankis metų pradžioje;viename km²;15.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.5;Vidutinis būsto dydis;m²;66.1;Neto migracija;asmenys;-135.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;14.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;21944.0;Medianinis gyventojų amžius metų pradžioje;48.0;39.0;Gyventojų tankis metų pradžioje;viename km²;14.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;34.3;Vidutinis būsto dydis;m²;66.1;Neto migracija;asmenys;-220.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;12.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;21463.0;Medianinis gyventojų amžius metų pradžioje;49.0;40.0;Gyventojų tankis metų pradžioje;viename km²;14.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;35.2;Vidutinis būsto dydis;m²;66.4;Neto migracija;asmenys;-249.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;11.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;20893.0;Medianinis gyventojų amžius metų pradžioje;49.0;40.0;Gyventojų tankis metų pradžioje;viename km²;14.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;36.1;Vidutinis būsto dydis;m²;66.4;Neto migracija;asmenys;-248.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;9.0;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;20368.0;Medianinis gyventojų amžius metų pradžioje;50.0;40.0;Gyventojų tankis metų pradžioje;viename km²;14.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;37.1;Vidutinis būsto dydis;m²;66.6;Neto migracija;asmenys;-196.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;19838.0;Medianinis gyventojų amžius metų pradžioje;50.0;41.0;Gyventojų tankis metų pradžioje;viename km²;13.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;38.0;Vidutinis būsto dydis;m²;66.6;Neto migracija;asmenys;-133.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;19415.0;Medianinis gyventojų amžius metų pradžioje;50.0;41.0;Gyventojų tankis metų pradžioje;viename km²;13.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;39.5;Vidutinis būsto dydis;m²;70.5;Neto migracija;asmenys;-185.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;14.1;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;18961.0;Medianinis gyventojų amžius metų pradžioje;51.0;42.0;Gyventojų tankis metų pradžioje;viename km²;13.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;40.6;Vidutinis būsto dydis;m²;70.5;Neto migracija;asmenys;-210.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;21.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2011;Nuolatinių gyventojų skaičius metų pradžioje;18468.0;Medianinis gyventojų amžius metų pradžioje;51.0;43.0;Gyventojų tankis metų pradžioje;viename km²;12.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;42.2;Vidutinis būsto dydis;m²;70.8;Neto migracija;asmenys;-125.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;20.0;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2012;Nuolatinių gyventojų skaičius metų pradžioje;18030.0;Medianinis gyventojų amžius metų pradžioje;51.0;43.0;Gyventojų tankis metų pradžioje;viename km²;12.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;43.5;Vidutinis būsto dydis;m²;70.9;Neto migracija;asmenys;-208.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;18.0;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2013;Nuolatinių gyventojų skaičius metų pradžioje;17568.0;Medianinis gyventojų amžius metų pradžioje;52.0;44.0;Gyventojų tankis metų pradžioje;viename km²;12.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;44.6;Vidutinis būsto dydis;m²;70.9;Neto migracija;asmenys;-173.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;18.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2014;Nuolatinių gyventojų skaičius metų pradžioje;17141.0;Medianinis gyventojų amžius metų pradžioje;52.0;45.0;Gyventojų tankis metų pradžioje;viename km²;11.8;Naudingasis plotas, tenkantis vienam gyventojui;m²;46.8;Vidutinis būsto dydis;m²;71.3;Neto migracija;asmenys;-46.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;17.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2015;Nuolatinių gyventojų skaičius metų pradžioje;16806.0;Medianinis gyventojų amžius metų pradžioje;53.0;45.0;Gyventojų tankis metų pradžioje;viename km²;11.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;48.2;Vidutinis būsto dydis;m²;71.3;Neto migracija;asmenys;-206.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;16.6;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2016;Nuolatinių gyventojų skaičius metų pradžioje;16325.0;Medianinis gyventojų amžius metų pradžioje;53.0;45.0;Gyventojų tankis metų pradžioje;viename km²;11.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;49.7;Vidutinis būsto dydis;m²;71.4;Neto migracija;asmenys;-201.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;15.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2017;Nuolatinių gyventojų skaičius metų pradžioje;15892.0;Medianinis gyventojų amžius metų pradžioje;54.0;46.0;Gyventojų tankis metų pradžioje;viename km²;11.0;Naudingasis plotas, tenkantis vienam gyventojui;m²;51.7;Vidutinis būsto dydis;m²;71.5;Neto migracija;asmenys;-247.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;14.9;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2018;Nuolatinių gyventojų skaičius metų pradžioje;15366.0;Medianinis gyventojų amžius metų pradžioje;55.0;46.0;Gyventojų tankis metų pradžioje;viename km²;10.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;53.5;Vidutinis būsto dydis;m²;71.5;Neto migracija;asmenys;-258.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;14.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Ignalinos r. sav.
2001;Nuolatinių gyventojų skaičius metų pradžioje;25449.0;Medianinis gyventojų amžius metų pradžioje;44.0;36.0;Gyventojų tankis metų pradžioje;viename km²;18.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;28.6;Vidutinis būsto dydis;m²;64.4;Neto migracija;asmenys;-191.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;7.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Molėtų r. sav.
2002;Nuolatinių gyventojų skaičius metų pradžioje;25114.0;Medianinis gyventojų amžius metų pradžioje;44.0;37.0;Gyventojų tankis metų pradžioje;viename km²;18.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;29.1;Vidutinis būsto dydis;m²;64.4;Neto migracija;asmenys;-128.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;6.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Molėtų r. sav.
2003;Nuolatinių gyventojų skaičius metų pradžioje;24789.0;Medianinis gyventojų amžius metų pradžioje;44.0;37.0;Gyventojų tankis metų pradžioje;viename km²;18.1;Naudingasis plotas, tenkantis vienam gyventojui;m²;29.7;Vidutinis būsto dydis;m²;64.4;Neto migracija;asmenys;-270.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Molėtų r. sav.
2004;Nuolatinių gyventojų skaičius metų pradžioje;24268.0;Medianinis gyventojų amžius metų pradžioje;45.0;37.0;Gyventojų tankis metų pradžioje;viename km²;17.7;Naudingasis plotas, tenkantis vienam gyventojui;m²;30.7;Vidutinis būsto dydis;m²;64.4;Neto migracija;asmenys;-261.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;5.5;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Molėtų r. sav.
2005;Nuolatinių gyventojų skaičius metų pradžioje;23817.0;Medianinis gyventojų amžius metų pradžioje;46.0;38.0;Gyventojų tankis metų pradžioje;viename km²;17.4;Naudingasis plotas, tenkantis vienam gyventojui;m²;31.4;Vidutinis būsto dydis;m²;64.9;Neto migracija;asmenys;-428.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.7;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Molėtų r. sav.
2006;Nuolatinių gyventojų skaičius metų pradžioje;23128.0;Medianinis gyventojų amžius metų pradžioje;46.0;38.0;Gyventojų tankis metų pradžioje;viename km²;16.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.1;Vidutinis būsto dydis;m²;65.0;Neto migracija;asmenys;-161.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Molėtų r. sav.
2007;Nuolatinių gyventojų skaičius metų pradžioje;22671.0;Medianinis gyventojų amžius metų pradžioje;46.0;39.0;Gyventojų tankis metų pradžioje;viename km²;16.6;Naudingasis plotas, tenkantis vienam gyventojui;m²;32.7;Vidutinis būsto dydis;m²;64.1;Neto migracija;asmenys;-155.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.2;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Molėtų r. sav.
2008;Nuolatinių gyventojų skaičius metų pradžioje;22221.0;Medianinis gyventojų amžius metų pradžioje;46.0;39.0;Gyventojų tankis metų pradžioje;viename km²;16.3;Naudingasis plotas, tenkantis vienam gyventojui;m²;33.6;Vidutinis būsto dydis;m²;65.2;Neto migracija;asmenys;-207.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;4.3;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Molėtų r. sav.
2009;Nuolatinių gyventojų skaičius metų pradžioje;21751.0;Medianinis gyventojų amžius metų pradžioje;47.0;39.0;Gyventojų tankis metų pradžioje;viename km²;15.9;Naudingasis plotas, tenkantis vienam gyventojui;m²;37.3;Vidutinis būsto dydis;m²;73.7;Neto migracija;asmenys;-277.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;10.8;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Molėtų r. sav.
2010;Nuolatinių gyventojų skaičius metų pradžioje;21238.0;Medianinis gyventojų amžius metų pradžioje;47.0;40.0;Gyventojų tankis metų pradžioje;viename km²;15.5;Naudingasis plotas, tenkantis vienam gyventojui;m²;38.3;Vidutinis būsto dydis;m²;73.7;Neto migracija;asmenys;-256.0;Registruotų bedarbių ir darbingo amžiaus gyventojų santykis;proc.;17.4;Lietuvos Respublika;Vidurio ir vakarų Lietuvos regionas;Utenos apskritis;Molėtų r. sav.
